,Unnamed: 0,Code,Securities,SRCI,WindI,Tos,"TSC(10,000)","CAS(10,000)","CBS(10,000)","CHS(10,000)","TBAS(10,000)","TBBS(10,000)","OTS(10,000)","TOTS(10,000)","RS_of_AS(10,000)","RS_of_BS(10,000)","RS/SH(10,000)","RS/SOL(10,000)","RS/ODS(10,000)","RS/DLPH(10,000)","RS/IPS(10,000)","RS/EH(10,000)","RS/DNPH(10,000)","RS/FS(10,000)","RS/OLPH(10,000)","RS/INPH(10,000)",CAS(%),CBS(%),CHS(%),CST(%),ROAS(%),Deadline,TSC_FDOL,CS_FDOL,Proportion_FDOL(%),TSC_Latest,CS_Latest,Proportion_Latest(%),TSC_ALL_Amplitude(%),CS_ALL_Amplitude(%),Total_ALL_Number,TSC_ALL_Number,NOSH_Executive_ALL,"FMV_Executive_ALL(￥10,000)",NOSH_Chairman,"FMV_Chairman(￥10,000)",NOSH_Directors,"FMV_Directors(￥10,000)",NOSH_supervisor,"FMV_supervisor(￥10,000)",NOPI_fund_S1,"Total_stock_fund_S1(10,000)",ICASP_fund_S1(%),"MVOP_fund_S1(￥10,000)",NOPI_Broker_S1,"Total_stock_Broker_S1(10,000)",ICASP_Broker_S1(%),"MVOP_Broker_S1(￥10,000)",NOPI_Insurance_S1,"Total_stock_Insurance_S1(10,000)",ICASP_Insurance_S1(%),"MVOP_Insurance_S1(￥10,000)",NOPI_SS_S1,"Total_stock_SS_S1(10,000)",ICASP_SS_S1(%),"MVOP_SS_S1(￥10,000)",NOPI_QFII_S1,"Total_stock_QFII_S1(10,000)",ICASP_QFII_S1(%),"MVOP_QFII_S1(￥10,000)",NOPI_Other_S1,"Total_stock_Other_S1(10,000)",ICASP_Other_S1(%),"MVOP_Other_S1(￥10,000)",NOPI_fund_S2,"Total_stock_fund_S2(10,000)",ICASP_fund_S2(%),"MVOP_fund_S2(￥10,000)",NOPI_Broker_S2,"Total_stock_Broker_S2(10,000)",ICASP_Broker_S2(%),"MVOP_Broker_S2(￥10,000)",NOPI_Insurance_S2,"Total_stock_Insurance_S2(10,000)",ICASP_Insurance_S2(%),"MVOP_Insurance_S2(￥10,000)",NOPI_SS_S2,"Total_stock_SS_S2(10,000)",ICASP_SS_S2(%),"MVOP_SS_S2(￥10,000)",NOPI_QFII_S2,"Total_stock_QFII_S2(10,000)",ICASP_QFII_S2(%),"MVOP_QFII_S2(￥10,000)",NOPI_Other_S2,"Total_stock_Other_S2(10,000)",ICASP_Other_S2(%),"MVOP_Other_S2(￥10,000)",Now_CSEC_S1(%),Change_CSEC_S1(%),Ps_CSEC_S1(%),rt_CSEC_S1,Now_CSEC_S2(%),Change_CSEC_S2(%),PS_CSEC_S2(%),RT_CSEC_S2,NC_ISSMT,NOSI_ISSMT,TDOC_ISSMT,"TNPS_ISSMT(10,000)","ITRVOHS_ISSMT(￥10,000)",Currency_ISSMT,EC_MS_S1_1(%),EC_MS_S1_2(%),EC_MS_S1_3(%),Time_S1,EC_MS_S2_1(%),EC_MS_S2_2(%),EC_MS_S2_3(%),Time_S2,SSP_BD,1day_SSP_RAF(%),5day_SSP_RAF(%),10day_SSP_RAF(%),20day_SSP_RAF(%),60day_SSP_RAF(%),120day_SSP_RAF(%),250day_SSP_RAF(%),1day_SSP_transaction(%),5day_SSP_transaction(%),10day_SSP_transaction(%),20day_SSP_transaction(%),60day_SSP_transaction(%),120day_SSP_transaction(%),250day_SSP_transaction(%),"1day_SSP_NOT(10,000)","5day_SSP_NOT(10,000)","10day_SSP_NOT(10,000)","20day_SSP_NOT(10,000)","60day_SSP_NOT(10,000)","120day_SSP_NOT(10,000)","250day_SSP_NOT(10,000)","1day_SSP_NOT(￥10,000)","5day_SSP_NOT(￥10,000)","10day_SSP_NOT(￥10,000)","20day_SSP_NOT(￥10,000)","60day_SSP_NOT(￥10,000)","120day_SSP_NOT(￥10,000)","250day_SSP_NOT(￥10,000)",RAF_SCF(%),"MNI_SCF(￥10,000)","Turnover_SCF(￥10,000)",MNIR_SCF(%),CID_SCF,MNI_SCF(hand),MNIP_SCF(%),"NIOO_SCF(￥10,000)","NIOL_SCF(￥10,000)",Date_MTS,SV_MTS(100m),MV_MTS(￥100m),TAFTTTOABS_MTS(%),RTD_MTS,Date_MCF_S1,MNI_MCF_S1,MNO_MCF_S1,"MNI_MCF_S1(￥10,000)","NIOO_MCF_S1(￥10,000)","NIOL_MCF_S1(￥10,000)","SLNI_MCF_S1(￥10,000)","LNI_MCF_S1(￥10,000)","NIOMS_MCF_S1(￥10,000)","SSNI_MCF_S1(￥10,000)",Date_MCF_S2,MNI_MCF_S2,MNO_MCF_S2,"MNI_MCF_S2(￥10,000)","NIOO_MCF_S2(￥10,000)","NIOL_MCF_S2(￥10,000)","SLNI_MCF_S2(￥10,000)","LNI_MCF_S2(￥10,000)","NIOMS_MCF_S2(￥10,000)","SSNI_MCF_S2(￥10,000)",Date_MCF_S3,MNI_MCF_S3,MNO_MCF_S3,"MNI_MCF_S3(￥10,000)","NIOO_MCF_S3(￥10,000)","NIOL_MCF_S3(￥10,000)","SLNI_MCF_S3(￥10,000)","LNI_MCF_S3(￥10,000)","NIOMS_MCF_S3(￥10,000)","SSNI_MCF_S3(￥10,000)",RRQ_SR,RRA_SR,RSR_SR,RERS_SR,RRHP_SR,RRLP_SR,Currency_SR,TD_LT,DP_LT,CPOTPTD_LT,DR_LT(%),CPOTD_LT,"Volume_LT (10,000/Share/paper)","Turnover_LT(￥10,000)",GC_LT,BSD_LT,SSD_LT
23,23,000028.SZ,国药一致,Wholesale industry,Healthcare equipment and services,A shares,"42,812.6983","30,774.4355","5,488.5600",0.0000,0.0,0.0,0.0,"36,262.9955","6,549.7028",0.0,0.0000,"6,038.0743",511.6285,511.4297,0.0,0.1988,0.1988,0.0000,0.0000,0.0,71.88,12.82,0.0,84.7,15.3,2017/03/21,"10,500.00","3,650.00",34.76,"42,812.70","36,263.00",84.7,307.74,893.51,21.0,8.0,0,0,0,0,0,0,0,0,32.0,"1,126.81",3.66,"67,011.38",0.0,0,0.0,0,3.0,"1,910.00",6.21,"113,587.52",0.0,0,0.0,0,0.0,0,0.0,0,3.0,"19,279.49",62.65,"1,146,551.31",172.0,"2,053.30",6.67,"102,459.45",0.0,0,0.0,0,3.0,"1,894.73",6.16,"94,546.87",0.0,0,0.0,0,0.0,0,0.0,0,3.0,"19,286.54",62.67,"962,398.38",54.93,0.87,54.06,2018/03/31,54.61,-0.32,54.93,2018/06/30,6.0,6.0,Increase holdings,72.11,585.40,CNY,68.21,0.77,67.44,2018/03/31,68.02,-0.19,68.21,2018/06/30,2018/09/13,-0.74,-3.9,-5.17,-2.66,-7.57,-24.8,-36.01,0.73,2.06,3.78,8.15,23.88,54.31,110.39,223.21,632.92,"1,164.07","2,508.43","7,349.20","16,712.27","33,972.69",0.97,2.85,5.36,11.57,33.83,85.69,192.83,-9.28,"-3,191.87","333,894.73",-0.96,-3.0,"-7,898",-0.23,-197.41,516.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.01,726.94,0.0,0.0,0.0
24,24,000029.SZ,深深房A,Real estate,Real estateⅡ,A shares,"101,166.0000","89,166.0000","12,000.0000",0.0000,0.0,0.0,0.0,"101,166.0000",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,88.14,11.86,0.0,100.0,0.0,2009/12/31,"67,550.00","10,000.00",14.8,"101,166.00","101,166.00",100.0,49.76,911.66,11.0,3.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"65,434.98",73.39,"730,908.68",3.0,1.83,0.0,20.45,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"65,434.98",73.39,"730,908.68",65.7,0.0,65.7,2018/03/31,65.7,0.0,65.7,2018/06/30,5.0,3.0,Reduce holding,-18.00,-186.67,CNY,65.71,0.0,65.71,2018/03/31,65.71,0.0,65.71,2018/06/30,2018/09/13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
25,25,000030.SZ,富奥股份,Automotive Manufacturing,Automotive and auto parts,A shares,"181,055.2111","175,056.2118","4,781.8915",0.0000,0.0,0.0,0.0,"179,838.1033","1,217.1078",0.0,0.0000,0.0000,"1,217.1078",0.0000,0.0,0.0000,"1,217.1078",0.0000,0.0000,0.0,96.69,2.64,0.0,99.33,0.67,2018/07/26,"21,850.00","5,500.00",25.17,"181,055.21","179,838.10",99.33,728.63,"3,169.78",34.0,6.0,"2,716,501","2,015.64",0,0,"672,031",498.65,0,0,1.0,903.82,0.72,"6,462.31",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.0,"90,048.52",71.91,"643,846.90",28.0,"1,700.29",1.36,"12,616.14",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.0,"92,320.98",73.83,"685,021.64",70.85,0.0,70.85,2018/03/31,72.6,1.75,70.85,2018/06/30,10.0,9.0,Increase holdings,41.40,255.90,CNY,70.84,0.0,70.84,2018/03/31,72.6,1.76,70.84,2018/06/30,2018/09/13,0.49,-2.13,-5.69,-11.54,-18.33,-17.42,-35.71,0.08,0.57,1.29,2.37,11.78,28.91,72.36,143.94,992.05,"2,254.01","4,142.71","17,005.61","38,461.79","92,876.87",0.06,0.41,0.95,1.79,10.37,25.67,71.00,-20.51,"-8,223.42","98,694.23",-8.33,-4.0,"-146,505",-1.13,"-2,460.52",420.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
26,26,000031.SZ,中粮地产,Real estate,Real estateⅡ,A shares,"181,373.1596","181,372.2808",0.0000,0.0000,0.0,0.0,0.0,"181,372.2808",0.8788,0.0,0.0000,0.0000,0.8788,0.0000,0.0,0.0000,0.8788,0.0000,0.0000,0.0,100.0,0.0,0.0,100.0,0.0,2018/06/30,"20,000.00","5,000.00",25.0,"181,373.16","181,372.28",100.0,806.87,"3,527.45",24.0,8.0,"11,717",6.77,0,0.00,"11,517",6.66,200,0.12,12.0,"1,271.59",0.7,"10,172.69",0.0,0,0.0,0,1.0,"1,313.70",0.72,"10,509.61",1.0,653.53,0.36,"5,228.21",0.0,0,0.0,0,4.0,"90,916.48",50.13,"727,331.86",99.0,"2,646.03",1.46,"15,294.08",0.0,0,0.0,0,0.0,0,0.0,0,1.0,600.48,0.33,"3,470.76",0.0,0,0.0,0,4.0,"94,433.99",52.07,"545,828.46",53.01,0.0,53.01,2018/03/31,54.49,1.48,53.01,2018/06/30,3.0,2.0,Reduce holding,"-1,238.26","-6,158.51",CNY,53.0,0.0,53.0,2018/03/31,54.48,1.48,53.0,2018/06/30,2018/09/13,0.37,-1.09,-3.89,-3.55,-10.34,-31.52,-31.52,0.22,1.28,3.58,6.63,21.6,49.63,49.63,393.93,"2,323.33","6,496.07","12,027.06","39,172.96","90,017.33","90,017.33",0.21,1.27,3.6,6.69,22.64,57.46,57.46,-12.07,"-5,920.11","222,654.67",-2.66,2.0,"-103,258",-0.58,-10.11,"-2,067.86",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
27,27,000032.SZ,深桑达A,Wholesale industry,Technical hardware and equipment,A shares,"41,321.9661","27,943.7184",0.0000,0.0000,0.0,0.0,0.0,"27,943.7184","13,378.2477",0.0,0.0000,"12,862.9798",515.2679,0.0000,0.0,0.0000,515.2679,0.0000,0.0000,0.0,67.62,0.0,0.0,67.62,32.38,2018/08/22,"9,910.00","2,500.00",25.23,"41,321.97","27,943.72",67.62,316.97,"1,017.75",20.0,8.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"1,518.03",5.43,"15,210.62",0.0,0,0.0,0,0.0,0,0.0,0,3.0,"13,193.67",47.22,"132,200.62",3.0,12.36,0.04,93.10,0.0,0,0.0,0,4.0,"1,518.03",5.43,"11,430.73",0.0,0,0.0,0,0.0,0,0.0,0,3.0,"13,193.67",47.22,"99,348.37",37.56,0.37,37.19,2018/03/31,37.45,-0.11,37.56,2018/06/30,8.0,4.0,Reduce holding,-87.51,-874.13,CNY,67.64,0.38,67.26,2018/03/31,67.52,-0.12,67.64,2018/06/30,2018/09/13,0.67,-2.34,-4.21,-3.1,1.62,-31.82,-52.07,0.5,2.9,5.95,15.43,61.8,146.62,307.50,139.14,810.90,"1,663.95","4,310.85","17,269.07","40,970.55","85,925.54",0.1,0.61,1.27,3.37,13.55,35.55,85.52,0.67,-661.24,"134,119.83",-0.49,1.0,"-11,285",-0.31,"-1,861.28",257.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.92,"9,034,473","9,820,079",0.0,0.0,CNY,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
28,28,000034.SZ,神州数码,Wholesale industry,Technical hardware and equipment,A shares,"65,407.0434","35,796.9933",0.0000,0.0000,0.0,0.0,0.0,"35,796.9933","29,610.0501",0.0,0.0000,0.0000,"29,610.0501","2,960.9700",0.0,0.0000,"26,649.0801",0.0000,0.0000,0.0,54.73,0.0,0.0,54.73,45.27,2017/06/30,"17,200.00","4,000.00",23.26,"65,407.04","35,796.99",54.73,280.27,794.92,24.0,5.0,"232,947,251","372,249.71","154,777,803","247,334.93","64,603,000","103,235.59",300,0.48,7.0,755.22,2.11,"16,312.75",0.0,0,0.0,0,1.0,490.97,1.37,"10,605.03",1.0,417.87,1.17,"9,025.89",0.0,0,0.0,0,4.0,"11,595.96",32.39,"250,472.67",49.0,"1,386.51",3.87,"22,156.37",0.0,0,0.0,0,1.0,400.00,1.12,"6,392.05",1.0,900.00,2.51,"14,382.01",0.0,0,0.0,0,4.0,"11,595.96",32.39,"185,303.39",21.57,0.0,21.57,2018/03/31,21.87,0.3,21.57,2018/06/30,4.0,1.0,Increase holdings,10.00,92.21,CNY,63.41,0.0,63.41,2018/03/31,63.79,0.38,63.41,2018/06/30,2018/09/13,2.26,5.65,7.55,12.14,3.03,-30.61,-30.74,2.32,14.66,24.09,42.68,92.6,164.44,187.88,829.85,"5,248.80","8,622.12","15,277.53","33,148.65","58,863.74","67,255.98",1.24,7.85,12.54,21.4,48.42,100.07,118.27,0.2,"-18,076.93","478,534.00",-3.78,-4.0,"-125,355",-3.38,"-8,138.64","-1,105.77",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
29,29,000035.SZ,中国天楹,Ecological protection and environmental management,Business and professional services,A shares,"135,152.1423","128,108.9502",0.0000,0.0000,0.0,0.0,0.0,"128,108.9502","7,043.1921",0.0,0.0000,0.0000,"7,043.1921",0.0000,0.0,"7,042.5921","7,043.1921",0.0000,0.0000,0.0,94.79,0.0,0.0,94.79,5.21,2018/07/27,"8,104.00","1,200.00",14.81,"135,152.14","128,108.95",94.79,"1,567.72","10,575.75",27.0,8.0,0,0,0,0,0,0,0,0,4.0,"1,137.42",0.97,"7,643.46",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"59,281.81",50.75,"398,373.78",11.0,"1,519.90",1.3,"10,213.71",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"59,281.81",50.75,"398,373.78",46.7,0.0,46.7,2018/03/31,46.7,0.0,46.7,2018/06/30,1.0,1.0,Increase holdings,0.10,0.65,CNY,55.11,0.0,55.11,2018/03/31,55.11,0.0,55.11,2018/06/30,2018/09/13,0.0,13.63,12.26,10.93,-30.51,-30.51,-30.51,0.0,5.09,6.73,10.53,38.72,38.72,38.72,0.00,"6,518.42","8,621.05","13,487.22","47,478.97","47,478.97","47,478.97",0.0,2.98,3.86,5.9,21.44,21.44,21.44,-30.51,"-19,748.20","214,375.27",-9.21,-2.0,"-422,072",-3.29,"-7,632.17","-2,179.80",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,800.0,3119,0.0,0.0,0.0
30,30,000036.SZ,华联控股,Real estate,Real estateⅡ,A shares,"114,148.7712","113,634.3462",0.0000,0.0000,0.0,0.0,0.0,"113,634.3462",514.4250,0.0,0.0000,0.0000,514.4250,0.0000,0.0,514.4250,514.4250,0.0000,0.0000,0.0,99.55,0.0,0.0,99.55,0.45,2018/07/05,"11,935.00","3,000.00",25.14,"114,148.77","113,634.35",99.55,856.42,"3,687.81",23.0,10.0,"6,859,000","4,074.25","1,200,000",712.80,"2,470,400","1,467.42",0,0.00,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"38,304.34",33.73,"324,820.80",32.0,386.44,0.34,"2,295.48",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"38,296.93",33.72,"227,483.76",38.41,0.14,38.27,2018/03/31,38.19,-0.22,38.41,2018/06/30,1.0,1.0,Increase holdings,0.30,2.24,CNY,38.4,0.14,38.26,2018/03/31,38.18,-0.22,38.4,2018/06/30,2018/09/13,1.2,-1.18,-3.45,-0.98,-18.44,-37.99,-51.15,0.28,1.19,3.02,6.45,41.48,79.95,326.50,314.53,"1,347.18","3,436.01","7,329.05","47,132.57","90,805.15","370,759.87",0.16,0.68,1.76,3.76,26.85,60.53,342.99,-19.4,"-11,977.94","264,535.29",-4.53,-4.0,"-199,092",-2.09,"-1,978.15",-366.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"409,000.00","100,000","100,000",4.09,4.09,CNY,0.0,0.0,0.0,0.0,0.0,294.63,2130.17,0.0,0.0,0.0
31,31,000037.SZ,深南电A,"Electricity, heat production and supply",UtilitiesⅡ,A shares,"60,276.2596","33,889.4012","26,385.4446",0.0000,0.0,0.0,0.0,"60,274.8458",1.4138,0.0,0.0000,0.0000,1.4138,0.0000,0.0,0.0000,1.4138,0.0000,0.0000,0.0,56.22,43.77,0.0,100.0,0.0,2017/12/31,"14,300.00","1,500.00",10.49,"60,276.26","60,274.85",100.0,321.51,"3,918.32",20.0,7.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"14,338.88",42.31,"102,522.96",1.0,0.88,0.0,5.32,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"14,338.88",42.31,"86,750.20",44.6,0.32,44.28,2018/03/31,44.22,-0.38,44.6,2018/06/30,2.0,1.0,Increase holdings,10.00,78.17,CNY,45.44,0.37,45.07,2018/03/31,45.01,-0.43,45.44,2018/06/30,2018/09/13,0.56,-2.52,-4.75,-6.4,-6.24,-24.55,-40.61,0.19,1.25,4.07,6.49,24.01,89.06,182.48,63.88,424.83,"1,380.13","2,199.53","8,138.48","30,181.38","61,840.65",0.03,0.23,0.78,1.25,4.79,20.42,44.73,-6.24,"-2,067.60","46,978.97",-4.4,1.0,"-36,250",-1.13,-412.01,-426.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
32,32,000038.SZ,深大通,Business service industry,MediaⅡ,A shares,"52,277.7419","17,982.6675",0.0000,0.0000,0.0,0.0,0.0,"17,982.6675","34,295.0744",0.0,0.0000,0.0000,"34,295.0744","3,709.1147",0.0,"1,961.8608","30,585.9597",0.0000,0.0000,0.0,34.4,0.0,0.0,34.4,65.6,2018/07/17,"6,840.00","1,000.00",14.62,"52,277.74","17,982.67",34.4,664.29,"1,698.27",26.0,7.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"1,623.49",20.59,"30,034.65",7.0,2.21,0.02,40.04,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"1,785.34",16.9,"32,314.58",4.81,0.98,3.83,2018/03/31,8.97,4.16,4.81,2018/06/30,13.0,7.0,Reduce holding,"-2,287.01","-16,453.84",CNY,78.63,-0.37,79.0,2018/03/31,78.63,0.0,78.63,2018/06/30,2018/09/13,0.08,1.03,-1.85,-29.83,-29.83,-29.83,-34.37,1.57,16.09,25.74,34.22,34.22,34.22,421.16,282.49,"2,894.16","4,627.90","6,154.01","6,154.01","6,154.01","36,672.34",0.36,3.76,5.94,7.99,7.99,7.99,75.78,-29.83,"-5,378.48","79,903.18",-6.73,-3.0,"-42,069",-2.36,-949.70,-759.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,80.93,947.69,0.0,0.0,0.0
33,33,000039.SZ,中集集团,Metal products industry,Capital goods,A shares,"298,495.9336","126,750.2201",0.0000,"171,657.6609",0.0,0.0,0.0,"298,407.8810",88.0526,0.0,0.0000,0.0000,88.0526,0.0000,0.0,0.0000,88.0526,0.0000,0.0000,0.0,42.46,0.0,57.51,99.97,0.03,2018/07/13,"8,900.00","2,500.00",28.09,"298,495.93","298,407.88",99.97,"3,253.89","11,836.32",57.0,44.0,0,0,0,0,0,0,0,0,12.0,514.78,0.41,"8,612.23",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,"60,315.91",47.58,"1,009,085.09",108.0,"1,947.40",1.54,"25,861.52",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,"60,357.24",47.62,"801,544.10",45.06,-11.87,56.93,2018/03/31,63.84,18.78,45.06,2018/06/30,1.0,1.0,Reduce holding,-73.20,0,CNY,77.71,-0.62,78.33,2018/03/31,77.71,0.0,77.71,2018/06/30,2018/09/13,4.01,1.92,0.54,-3.13,-13.88,-35.72,-39.24,0.81,2.29,4.55,10.65,35.34,87.05,248.32,"1,027.36","2,897.54","5,769.95","13,504.51","44,789.44","110,346.81","314,379.46",1.13,3.15,6.33,15.0,53.88,157.64,570.33,-15.35,"-39,989.05","530,048.87",-7.54,1.0,"-335,522",-2.83,"-5,183.73","-7,716.11",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,324.48,5054.3,0.0,0.0,0.0
34,34,000040.SZ,东旭蓝天,"Electricity, heat production and supply",UtilitiesⅡ,A shares,"133,717.3272","106,030.4362",0.0000,0.0000,0.0,0.0,0.0,"106,030.4362","27,686.8910",0.0,0.0000,74.3545,"27,612.5365","27,608.9057",0.0,0.0000,3.6308,0.0000,0.0000,0.0,79.29,0.0,0.0,79.29,20.71,2018/06/30,"11,212.78","2,200.00",19.62,"133,717.33","106,030.44",79.29,"1,092.54","4,719.57",32.0,7.0,"36,308",36.67,0,0,0,0,0,0,1.0,2.63,0.0,31.04,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,"71,459.24",67.39,"843,933.65",54.0,"1,203.18",1.13,"12,152.14",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,10.0,"67,405.37",63.57,"680,794.22",53.44,0.04,53.4,2018/03/31,50.41,-3.03,53.44,2018/06/30,1.0,1.0,Increase holdings,310.10,"1,769.47",CNY,73.93,0.04,73.89,2018/03/31,70.91,-3.02,73.93,2018/06/30,2018/09/13,0.18,0.09,-4.59,9.11,8.04,-9.25,-25.11,2.62,8.22,19.1,40.09,86.88,124.56,171.00,"2,778.30","8,712.44","20,256.89","42,505.18","92,119.32","132,075.46","181,314.31",3.07,9.55,22.74,47.99,96.92,145.00,213.37,8.25,"62,077.86","963,232.90",6.44,-1.0,"550,779",5.31,"7,738.17","19,589.13",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10048.4,104360.86,0.0,0.0,0.0
