,Unnamed: 0,Code,Securities,SRCI,WindI,Tos,"TSC(10,000)","CAS(10,000)","CBS(10,000)","CHS(10,000)","TBAS(10,000)","TBBS(10,000)","OTS(10,000)","TOTS(10,000)","RS_of_AS(10,000)","RS_of_BS(10,000)","RS/SH(10,000)","RS/SOL(10,000)","RS/ODS(10,000)","RS/DLPH(10,000)","RS/IPS(10,000)","RS/EH(10,000)","RS/DNPH(10,000)","RS/FS(10,000)","RS/OLPH(10,000)","RS/INPH(10,000)",CAS(%),CBS(%),CHS(%),CST(%),ROAS(%),Deadline,TSC_FDOL,CS_FDOL,Proportion_FDOL(%),TSC_Latest,CS_Latest,Proportion_Latest(%),TSC_ALL_Amplitude(%),CS_ALL_Amplitude(%),Total_ALL_Number,TSC_ALL_Number,NOSH_Executive_ALL,"FMV_Executive_ALL(￥10,000)",NOSH_Chairman,"FMV_Chairman(￥10,000)",NOSH_Directors,"FMV_Directors(￥10,000)",NOSH_supervisor,"FMV_supervisor(￥10,000)",NOPI_fund_S1,"Total_stock_fund_S1(10,000)",ICASP_fund_S1(%),"MVOP_fund_S1(￥10,000)",NOPI_Broker_S1,"Total_stock_Broker_S1(10,000)",ICASP_Broker_S1(%),"MVOP_Broker_S1(￥10,000)",NOPI_Insurance_S1,"Total_stock_Insurance_S1(10,000)",ICASP_Insurance_S1(%),"MVOP_Insurance_S1(￥10,000)",NOPI_SS_S1,"Total_stock_SS_S1(10,000)",ICASP_SS_S1(%),"MVOP_SS_S1(￥10,000)",NOPI_QFII_S1,"Total_stock_QFII_S1(10,000)",ICASP_QFII_S1(%),"MVOP_QFII_S1(￥10,000)",NOPI_Other_S1,"Total_stock_Other_S1(10,000)",ICASP_Other_S1(%),"MVOP_Other_S1(￥10,000)",NOPI_fund_S2,"Total_stock_fund_S2(10,000)",ICASP_fund_S2(%),"MVOP_fund_S2(￥10,000)",NOPI_Broker_S2,"Total_stock_Broker_S2(10,000)",ICASP_Broker_S2(%),"MVOP_Broker_S2(￥10,000)",NOPI_Insurance_S2,"Total_stock_Insurance_S2(10,000)",ICASP_Insurance_S2(%),"MVOP_Insurance_S2(￥10,000)",NOPI_SS_S2,"Total_stock_SS_S2(10,000)",ICASP_SS_S2(%),"MVOP_SS_S2(￥10,000)",NOPI_QFII_S2,"Total_stock_QFII_S2(10,000)",ICASP_QFII_S2(%),"MVOP_QFII_S2(￥10,000)",NOPI_Other_S2,"Total_stock_Other_S2(10,000)",ICASP_Other_S2(%),"MVOP_Other_S2(￥10,000)",Now_CSEC_S1(%),Change_CSEC_S1(%),Ps_CSEC_S1(%),rt_CSEC_S1,Now_CSEC_S2(%),Change_CSEC_S2(%),PS_CSEC_S2(%),RT_CSEC_S2,NC_ISSMT,NOSI_ISSMT,TDOC_ISSMT,"TNPS_ISSMT(10,000)","ITRVOHS_ISSMT(￥10,000)",Currency_ISSMT,EC_MS_S1_1(%),EC_MS_S1_2(%),EC_MS_S1_3(%),Time_S1,EC_MS_S2_1(%),EC_MS_S2_2(%),EC_MS_S2_3(%),Time_S2,SSP_BD,1day_SSP_RAF(%),5day_SSP_RAF(%),10day_SSP_RAF(%),20day_SSP_RAF(%),60day_SSP_RAF(%),120day_SSP_RAF(%),250day_SSP_RAF(%),1day_SSP_transaction(%),5day_SSP_transaction(%),10day_SSP_transaction(%),20day_SSP_transaction(%),60day_SSP_transaction(%),120day_SSP_transaction(%),250day_SSP_transaction(%),"1day_SSP_NOT(10,000)","5day_SSP_NOT(10,000)","10day_SSP_NOT(10,000)","20day_SSP_NOT(10,000)","60day_SSP_NOT(10,000)","120day_SSP_NOT(10,000)","250day_SSP_NOT(10,000)","1day_SSP_NOT(￥10,000)","5day_SSP_NOT(￥10,000)","10day_SSP_NOT(￥10,000)","20day_SSP_NOT(￥10,000)","60day_SSP_NOT(￥10,000)","120day_SSP_NOT(￥10,000)","250day_SSP_NOT(￥10,000)",RAF_SCF(%),"MNI_SCF(￥10,000)","Turnover_SCF(￥10,000)",MNIR_SCF(%),CID_SCF,MNI_SCF(hand),MNIP_SCF(%),"NIOO_SCF(￥10,000)","NIOL_SCF(￥10,000)",Date_MTS,SV_MTS(100m),MV_MTS(￥100m),TAFTTTOABS_MTS(%),RTD_MTS,Date_MCF_S1,MNI_MCF_S1,MNO_MCF_S1,"MNI_MCF_S1(￥10,000)","NIOO_MCF_S1(￥10,000)","NIOL_MCF_S1(￥10,000)","SLNI_MCF_S1(￥10,000)","LNI_MCF_S1(￥10,000)","NIOMS_MCF_S1(￥10,000)","SSNI_MCF_S1(￥10,000)",Date_MCF_S2,MNI_MCF_S2,MNO_MCF_S2,"MNI_MCF_S2(￥10,000)","NIOO_MCF_S2(￥10,000)","NIOL_MCF_S2(￥10,000)","SLNI_MCF_S2(￥10,000)","LNI_MCF_S2(￥10,000)","NIOMS_MCF_S2(￥10,000)","SSNI_MCF_S2(￥10,000)",Date_MCF_S3,MNI_MCF_S3,MNO_MCF_S3,"MNI_MCF_S3(￥10,000)","NIOO_MCF_S3(￥10,000)","NIOL_MCF_S3(￥10,000)","SLNI_MCF_S3(￥10,000)","LNI_MCF_S3(￥10,000)","NIOMS_MCF_S3(￥10,000)","SSNI_MCF_S3(￥10,000)",RRQ_SR,RRA_SR,RSR_SR,RERS_SR,RRHP_SR,RRLP_SR,Currency_SR,TD_LT,DP_LT,CPOTPTD_LT,DR_LT(%),CPOTD_LT,"Volume_LT (10,000/Share/paper)","Turnover_LT(￥10,000)",GC_LT,BSD_LT,SSD_LT
65,65,000155.SZ,川化股份,Chemical raw materials and chemical products manufacturing,Capital goods,A shares,"127,000.0000","93,720.0000",0.0000,0.0000,0.0,0.0,0.0,"93,720.0000","33,280.0000",0.0,0.0000,"33,280.0000",0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,73.8,0.0,0.0,73.8,26.2,2017/01/06,"47,000.00","13,000.00",27.66,"127,000.00","93,720.00",73.8,170.21,620.92,6.0,1.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,5.0,"32,751.74",34.95,"233,519.88",10.0,49.68,0.05,278.70,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,6.0,"32,754.30",34.95,"183,751.60",29.31,-3.8,33.11,2018/03/31,28.68,-0.63,29.31,2018/06/30,4.0,1.0,Reduce holding,-657.60,"-2,207.53",CNY,55.14,-3.58,58.72,2018/03/31,54.45,-0.69,55.14,2018/06/30,2018/09/13,-0.43,-4.17,-5.54,-4.96,-18.73,-33.53,-55.21,0.7,3.0,5.13,11.6,64.77,165.81,455.42,653.82,"2,813.63","4,805.53","10,872.98","60,703.69","155,393.48","426,819.58",0.3,1.31,2.27,5.25,31.23,95.78,272.37,-21.37,"-25,474.96","303,673.48",-8.39,-4.0,"-497,699",-5.92,"-8,657.49","-3,382.99",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,900.0,5530,0.0,0.0,0.0
66,66,000156.SZ,华数传媒,"Radio, television, film and film recording operations",MediaⅡ,A shares,"143,335.1902","128,029.5337",0.0000,0.0000,0.0,0.0,0.0,"128,029.5337","15,305.6565",0.0,0.0000,"15,305.6565",0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,89.32,0.0,0.0,89.32,10.68,2018/05/21,"9,650.00","3,600.00",37.31,"143,335.19","128,029.53",89.32,"1,385.34","3,456.38",14.0,4.0,0,0,0,0,0,0,0,0,7.0,47.00,0.05,535.81,0.0,0,0.0,0,1.0,"1,596.05",1.61,"18,194.95",0.0,0,0.0,0,0.0,0,0.0,0,9.0,"67,074.01",67.5,"764,643.67",84.0,886.97,0.69,"8,550.42",0.0,0,0.0,0,1.0,"1,996.05",1.56,"19,241.90",0.0,0,0.0,0,0.0,0,0.0,0,9.0,"95,011.01",74.21,"915,906.10",47.91,0.0,47.91,2018/03/31,67.68,19.77,47.91,2018/06/30,11.0,10.0,Increase holdings,17.50,145.27,CNY,78.07,0.0,78.07,2018/03/31,78.35,0.28,78.07,2018/06/30,2018/09/13,1.06,1.3,3.13,5.78,-22.89,-22.89,-41.94,0.33,1.44,3.15,5.79,23.96,23.96,49.81,424.99,"1,846.40","4,030.47","7,409.70","30,671.03","30,671.03","56,356.60",0.36,1.55,3.38,6.18,27.69,27.69,63.00,-22.89,"-20,918.06","276,925.53",-7.55,2.0,"-226,783",-1.91,"-5,031.43","-2,363.14",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,120.0,910.8,0.0,0.0,0.0
67,67,000157.SZ,中联重科,Special equipment manufacturing,Capital goods,A shares,"779,404.8075","622,579.7057",0.0000,"138,820.7086",0.0,0.0,0.0,"761,400.4143","18,004.3932",0.0,0.0000,0.0000,"18,004.3932",0.0000,0.0,0.0000,"18,004.3932",0.0000,0.0000,0.0,79.88,0.0,17.81,97.69,2.31,2018/06/30,"15,000.00","5,000.00",33.33,"779,404.81","761,400.41",97.69,"5,096.03","15,128.01",37.0,14.0,0,0,0,0,0,0,0,0,1.0,3.23,0.0,13.60,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"3,404.11",0.55,"14,331.30",0.0,0,0.0,0,8.0,"256,123.35",41.14,"1,078,279.31",169.0,"10,557.49",1.7,"43,391.27",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,9.0,"265,817.04",42.7,"1,092,508.03",33.3,-0.72,34.02,2018/03/31,34.11,0.81,33.3,2018/06/30,13.0,3.0,Reduce holding,-782.04,"-12,700.77",CNY,51.08,0.34,50.74,2018/03/31,51.88,0.8,51.08,2018/06/30,2018/09/13,0.27,-0.27,-4.86,-4.66,-3.01,-7.59,-15.03,0.15,0.94,2.55,5.44,18.09,38.42,109.95,937.95,"5,867.82","15,894.28","33,852.57","112,615.07","239,221.01","684,500.63",0.35,2.18,6.0,13.23,45.48,98.50,298.51,-4.43,"-28,048.52","446,953.85",-6.28,-7.0,"-716,563",-1.2,"-7,382.32","-1,733.98",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"169,520,900.00","38,845,086","194,024,500",4.45,4.21,CNY,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
68,68,000158.SZ,常山北明,Textile industry,Durable consumer goods and clothing,A shares,"165,287.4961","162,418.6848",0.0000,0.0000,0.0,0.0,0.0,"162,418.6848","2,868.8113",0.0,0.0000,0.0000,"2,868.8113",0.0000,0.0,"2,868.8113","2,868.8113",0.0000,0.0000,0.0,98.26,0.0,0.0,98.26,1.74,2018/07/30,"40,000.00","10,000.00",25.0,"165,287.50","162,418.68",98.26,313.22,"1,524.19",26.0,6.0,0,0,0,0,0,0,0,0,1.0,50.68,0.05,410.51,0.0,0,0.0,0,0.0,0,0.0,0,1.0,598.51,0.59,"4,847.93",0.0,0,0.0,0,2.0,"46,428.79",45.74,"376,073.19",47.0,947.74,0.93,"6,510.94",0.0,0,0.0,0,1.0,528.78,0.52,"3,632.70",0.0,0,0.0,0,0.0,0,0.0,0,2.0,"46,428.79",45.74,"318,965.78",31.64,0.07,31.57,2018/03/31,31.57,-0.07,31.64,2018/06/30,3.0,2.0,Reduce holding,-734.56,"-8,576.42",CNY,62.36,0.0,62.36,2018/03/31,62.3,-0.06,62.36,2018/06/30,2018/09/13,-0.18,0.91,1.09,0.54,-15.39,-30.35,-48.69,0.36,1.72,3.69,7.41,31.53,123.9,244.83,583.12,"2,797.07","5,988.26","12,030.71","42,774.57","136,526.37","259,274.46",0.32,1.56,3.32,6.63,25.63,103.31,215.41,-17.15,"-12,321.87","251,846.07",-4.89,-1.0,"-210,503",-1.37,"-3,201.98",-392.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
69,69,000159.SZ,国际实业,Wholesale industry,energyⅡ,A shares,"48,113.9294","48,113.9294",0.0000,0.0000,0.0,0.0,0.0,"48,113.9294",0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,0.0000,0.0000,0.0000,0.0000,0.0,100.0,0.0,0.0,100.0,0.0,2010/08/03,"17,179.23","7,000.00",40.75,"48,113.93","48,113.93",100.0,180.07,587.34,7.0,3.0,"46,500",16.97,0,0.00,"33,000",12.05,0,0.00,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"14,385.94",29.9,"65,599.89",2.0,27.31,0.06,99.68,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"14,385.94",29.9,"52,508.69",32.12,-0.11,32.23,2018/03/31,32.31,0.19,32.12,2018/06/30,3.0,3.0,Increase holdings,499.01,"2,299.00",CNY,32.13,-0.11,32.24,2018/03/31,32.32,0.19,32.13,2018/06/30,2018/09/13,9.95,14.32,13.42,11.08,24.93,-9.26,-36.17,6.95,21.59,25.49,41.33,108.16,155.75,283.17,"3,344.21","10,389.26","12,266.03","19,883.58","52,038.71","74,936.68","136,243.90",1.4,4.21,4.93,7.94,21.09,31.07,67.23,22.44,"2,214.29","210,038.42",1.05,1.0,"40,152",1.07,"-6,076.38","1,057.27",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"10,000,000",0.0,0.0,CNY,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
70,70,000166.SZ,申万宏源,Capital market service,Diversified finance,A shares,"2,253,594.4560","2,002,811.9193",0.0000,0.0000,0.0,0.0,0.0,"2,002,811.9193","250,782.5367",0.0,0.0000,"174,437.8343","76,344.7024","76,191.6669",0.0,0.0000,153.0355,0.0000,0.0000,0.0,88.87,0.0,0.0,88.87,11.13,2018/02/14,"1,485,674.50","327,824.72",22.07,"2,253,594.46","2,002,811.92",88.87,51.69,510.94,16.0,2.0,0,0,0,0,0,0,0,0,5.0,328.10,0.02,"1,630.67",0.0,0,0.0,0,1.0,"15,038.19",0.75,"74,739.82",0.0,0,0.0,0,0.0,0,0.0,0,9.0,"1,496,987.61",74.74,"7,440,028.42",150.0,"24,210.45",1.21,"105,799.65",0.0,0,0.0,0,1.0,"15,038.19",0.75,"65,716.90",0.0,0,0.0,0,0.0,0,0.0,0,9.0,"1,496,987.61",74.74,"6,541,835.85",67.09,53.83,13.26,2018/03/31,67.09,0.0,67.09,2018/06/30,1.0,1.0,Increase holdings,166.00,981.83,CNY,76.0,0.99,75.01,2018/03/31,76.0,0.0,76.0,2018/06/30,2018/09/13,1.36,1.13,2.05,2.05,5.15,-9.18,-24.84,0.08,0.33,0.69,1.36,4.31,10.41,56.07,"1,618.49","6,691.57","13,838.52","27,298.60","86,230.66","208,579.62","574,955.36",0.72,2.96,6.13,12.07,37.81,96.35,298.95,4.19,"-13,248.75","371,751.72",-3.56,2.0,"-305,854",-0.15,"-5,240.34","-2,305.32",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
71,71,000301.SZ,东方市场,"Electricity, heat production and supply",Material Ⅱ,A shares,"402,905.3222","121,823.6445",0.0000,0.0000,0.0,0.0,0.0,"121,823.6445","281,081.6777",0.0,0.0000,"4,259.1237","276,822.5540","276,822.5540",0.0,0.0000,0.0000,0.0000,0.0000,0.0,30.24,0.0,0.0,30.24,69.76,2018/08/31,"41,800.00","4,050.00",9.69,"402,905.32","121,823.64",30.24,863.89,"2,907.99",31.0,22.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"46,080.08",37.83,"313,805.33",3.0,420.26,0.34,"2,668.65",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,3.0,"46,080.08",37.83,"292,608.49",39.72,0.48,39.24,2018/03/31,39.44,-0.28,39.72,2018/06/30,1.0,1.0,Increase holdings,0.10,0.69,CNY,39.72,0.46,39.26,2018/03/31,39.44,-0.28,39.72,2018/06/30,2018/09/13,0.65,-0.16,-6.1,-3.75,-12.87,-2.43,23.85,0.39,1.9,5.53,11.16,45.41,98.07,283.69,478.13,"2,317.89","6,742.50","13,596.87","55,322.79","119,472.21","345,600.12",0.29,1.42,4.27,8.67,34.90,77.05,214.89,-12.87,"-23,066.59","349,026.97",-6.61,-2.0,"-372,592",-3.08,"-3,677.91","-2,532.75",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
72,72,000333.SZ,美的集团,Electrical machinery and equipment manufacturing,Durable consumer goods and clothing,A shares,"662,691.1513","648,028.9878",0.0000,0.0000,0.0,0.0,0.0,"648,028.9878","14,662.1635",0.0,0.0000,0.0000,"14,487.1635",0.0000,0.0,"10,643.6635","14,487.1635",175.0000,0.0000,175.0,97.79,0.0,0.0,97.79,2.21,2018/07/30,"168,632.34","68,631.79",40.7,"662,691.15","648,028.99",97.79,292.98,844.21,35.0,27.0,"2,874,600","15,011.16",0,0,"1,866,300","9,745.82",0,0,424.0,"41,024.44",6.44,"2,237,062.51",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"17,189.66",2.7,"937,351.91",4.0,"317,064.23",49.8,"17,289,512.49",874.0,"48,580.10",7.5,"2,536,853.06",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,2.0,"17,996.82",2.78,"939,794.01",5.0,"341,275.04",52.66,"17,821,382.80",54.75,-0.03,54.78,2018/03/31,57.25,2.5,54.75,2018/06/30,18.0,3.0,Reduce holding,"-2,157.37","-29,343.31",CNY,56.41,0.12,56.29,2018/03/31,58.47,2.06,56.41,2018/06/30,2018/09/13,0.0,-0.1,-3.59,-4.77,-25.67,-27.54,0.63,0.0,0.31,2.41,7.02,32.62,65.27,135.94,0.00,"2,039.72","15,636.14","45,463.01","211,161.32","419,131.06","866,274.36",0.0,8.26,64.45,189.9,965.63,"2,074.88","4,468.60",-24.88,"-295,041.39","9,465,956.95",-3.12,-3.0,"-656,353",-1.13,"-82,104.26","-66,921.43",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"1,828,537,561.90","41,034,540","81,701,834",48.4,14.66,CNY,0.0,0.0,0.0,0.0,0.0,7819.13,358580.67,0.0,0.0,0.0
73,73,000338.SZ,潍柴动力,Automotive Manufacturing,Capital goods,A shares,"799,723.8556","431,029.8661",0.0000,"194,304.0000",0.0,0.0,0.0,"625,333.8661","174,389.9895",0.0,0.0000,"164,253.1008","10,136.8887",0.0000,0.0,0.0000,"10,136.8887",0.0000,0.0000,0.0,53.9,0.0,24.3,78.19,21.81,2018/06/30,"52,065.36","30,201.30",58.01,"799,723.86","625,333.87",78.19,"1,436.00","1,970.55",23.0,6.0,"135,158,516","118,263.70","58,842,596","51,487.27","46,887,268","41,026.36","5,389,516","4,715.83",85.0,"15,050.48",3.49,"124,316.98",0.0,0,0.0,0,0.0,0,0.0,0,1.0,"5,216.39",1.21,"43,087.41",0.0,0,0.0,0,8.0,"72,905.51",16.89,"602,199.50",410.0,"38,622.77",8.96,"337,949.24",0.0,0,0.0,0,0.0,0,0.0,0,3.0,"14,968.40",3.47,"130,973.52",0.0,0,0.0,0,6.0,"76,176.64",17.67,"666,545.64",9.77,-5.45,15.22,2018/03/31,11.4,1.63,9.77,2018/06/30,1.0,1.0,Reduce holding,"-5,862.00",0,CNY,53.75,0.09,53.66,2018/03/31,55.35,1.6,53.75,2018/06/30,2018/09/13,1.67,3.66,0.63,3.66,-8.69,1.54,11.34,0.64,3.62,9.22,15.3,71.33,159.8,377.13,"2,740.22","15,609.66","39,742.27","65,934.76","307,517.88","689,267.04","1,627,594.91",2.15,12.06,31.32,51.44,255.62,589.33,"1,371.08",-10.88,"-153,820.06","2,491,769.08",-6.17,2.0,"-1,876,201",-4.5,"-19,565.51","-31,832.35",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,"33,898,305",0.0,0.0,CNY,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
74,74,000400.SZ,许继电气,Electrical machinery and equipment manufacturing,Capital goods,A shares,"100,832.7309","100,816.2734",0.0000,0.0000,0.0,0.0,0.0,"100,816.2734",16.4575,0.0,0.0000,0.0000,16.4575,0.0000,0.0,0.0000,16.4575,0.0000,0.0000,0.0,99.98,0.0,0.0,99.98,0.02,2018/06/30,"13,800.00","5,000.00",36.23,"100,832.73","100,816.27",99.98,630.67,"1,916.33",30.0,6.0,0,0,0,0,0,0,0,0,3.0,"1,087.61",1.08,"12,322.58",0.0,0,0.0,0,0.0,0,0.0,0,1.0,999.96,0.99,"11,329.54",1.0,739.48,0.73,"8,378.26",7.0,"49,060.58",48.66,"555,856.35",101.0,"2,929.96",2.91,"22,882.98",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.0,"1,231.61",1.22,"9,618.85",8.0,"49,654.46",49.25,"387,801.37",51.38,-1.4,52.78,2018/03/31,51.46,0.08,51.38,2018/06/30,1.0,1.0,Increase holdings,"2,696.56","28,555.50",CNY,51.39,-1.4,52.79,2018/03/31,51.48,0.09,51.39,2018/06/30,2018/09/13,6.83,22.07,19.66,21.42,22.24,-28.42,-47.3,3.59,13.51,14.93,17.34,34.6,74.97,182.51,"3,622.37","13,615.47","15,051.88","17,479.02","34,878.14","75,583.49","184,002.54",3.17,11.63,12.71,14.54,28.13,69.53,221.38,19.03,"1,855.12","276,862.95",0.67,2.0,"16,147",0.2,74.67,-414.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
75,75,000401.SZ,冀东水泥,Non-metallic mineral products industry,Material Ⅱ,A shares,"134,752.2914","134,721.6826",0.0000,0.0000,0.0,0.0,0.0,"134,721.6826",30.6088,0.0,0.0000,0.0000,30.6088,28.2600,0.0,0.0000,2.3488,0.0000,0.0000,0.0,99.98,0.0,0.0,99.98,0.02,2018/06/30,"40,000.00","6,000.00",15.0,"134,752.29","134,721.68",99.98,236.88,"2,145.36",41.0,6.0,"30,384",26.95,0,0.00,"27,584",24.47,0,0.00,9.0,"4,225.92",3.14,"60,768.74",0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,4.0,"53,687.25",39.85,"772,022.58",66.0,"3,042.72",2.26,"26,988.94",0.0,0,0.0,0,0.0,0,0.0,0,1.0,522.94,0.39,"4,638.49",0.0,0,0.0,0,5.0,"55,034.76",40.85,"488,158.30",43.92,0.17,43.75,2018/03/31,44.16,0.24,43.92,2018/06/30,6.0,3.0,Reduce holding,"-7,521.69","-52,961.87",CNY,43.93,0.17,43.76,2018/03/31,44.18,0.25,43.93,2018/06/30,2018/09/13,1.0,2.43,-5.25,-10.69,11.71,-28.45,-42.43,0.84,6.09,13.79,31.19,122.74,214.17,465.59,"1,133.42","8,207.99","18,572.82","42,018.53","165,360.89","288,531.40","627,245.83",1.14,8.43,18.98,45.14,177.65,330.37,839.54,9.89,"-34,467.38","1,765,964.43",-1.95,1.0,"-330,132",-2.52,"-2,101.88","-5,869.31",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1417.53,16437.27,0.0,0.0,0.0
